,"סה""כ מוצרים מאוגחים",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ בישראל",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"בחו""ל",,,,,,,,,,,,,,,,,,,,
,קרן מובטחת,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ קרן מובטחת",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,קרן לא מובטחת,,,,,,,,,,,,,,,,,,,,
,BAR US CHIPS 19/3/2024- BARCLAYS,XS0989217707,מניות,A-,S P,19/03/14,0.00,דולר אמריקאי,0.00,0.00,"335,100.00",102.39,"1,292.15",0.00,100.00,0.02,,,,,
,"סה""כ קרן לא מובטחת",,,,,,0.00,,,0.00,"335,100.00",,"1,292.15",,100.00,0.02,,,,,
,מוצרים מאוגחים,,,,,,,,,,,,,,,,,,,,
,שכבת חוב (Tranch) בדרוג AA- ומעלה,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ שכבת חוב (Tranch) בדרוג AA- ומעלה",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,שכבת חוב (Tranch) בדרוג BBB- עד A+,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ שכבת חוב (Tranch) בדרוג BBB- עד A+",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,שכבת חוב (Tranch) בדרוג BB+ ומטה,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ שכבת חוב (Tranch) בדרוג BB+ ומטה",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,שכבת הון (Equity Tranch),,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ שכבת הון (Equity Tranch)",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ מוצרים מאוגחים",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ בחו""ל",,,,,,0.00,,,0.00,"335,100.00",,"1,292.15",,100.00,0.02,,,,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
