,תאריך הדיווח,31/12/2015,,,,,,,,,,
,החברה המדווחת,חקלאים פנסיה,,,,,,,,,,
,שם מסלול/קרן/קופה,חקלאים פנסיה,,,,,,,,,,
,מספר מסלול/קרן/קופה,307,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,1.א. מזומנים ושווי מזומנים,,,,,,,,,,,
,שם המנפיק/שם נייר ערך ,"מספר ני""ע",מספר מנפיק,דירוג,שם מדרג,סוג מטבע,שיעור ריבית,תשואה לפידיון,שווי שוק,שעור מנכסי אפיק ההשקעה,שעור מסך נכסי השקעה,
,,,,,,,אחוזים,אחוזים,אלפי ₪,אחוזים,אחוזים,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),
,"סה""כ מזומנים ושווי מזומנים",,,,,,,0.00,"145,650.57",100.00,4.55,
,בישראל,,,,,,,,,,,
,"יתרת מזומנים ועו""ש בש""ח",,,,,,,,,,,
,עו'ש- בנק הבינלאומי,1111111111- 31- בנק הבינלאומי,31,0,לא מדורג,שקל חדש,0.00,0.00,0.00,0.00,0.00,
,עו'ש- בנק הפועלים,1111111111- 12- בנק הפועלים,12,0,לא מדורג,שקל חדש,0.00,0.00,873.03,0.60,0.03,
,עו'ש- יו-בנק,1111111111- 26- יו-בנק,26,0,לא מדורג,שקל חדש,0.00,0.00,0.00,0.00,0.00,
,"סה""כ יתרת מזומנים ועו""ש בש""ח",,,,,,,0.00,873.03,0.60,0.03,
,"יתרת מזומנים ועו""ש נקובים במט""ח",,,,,,,,,,,
,דולר ארהב- פועלים סהר,1000280- 33- פועלים סהר,12,0,לא מדורג,דולר אמריקאי,0.00,0.00,"3,153.00",2.16,0.10,
,"סה""כ יתרת מזומנים ועו""ש נקובים במט""ח",,,,,,,0.00,"3,153.00",2.16,0.10,
,"פח""ק/פר""י",,,,,,,,,,,
,פ.ח.ק.- בנק הפועלים,1111111110- 12- בנק הפועלים,12,0,לא מדורג,שקל חדש,0.00,0.00,50.92,0.03,0.00,
,פ.ח.ק.- פועלים סהר,1111111110- 33- פועלים סהר,12,0,לא מדורג,שקל חדש,0.00,0.00,"106,573.22",73.17,3.33,
,"סה""כ פח""ק/פר""י",,,,,,,0.00,"106,624.14",73.21,3.33,
,"פק""מ לתקופה של עד שלושה חודשים",,,,,,,,,,,
,פקמ 03/01/2016 0.09% פועלים- פועלים סהר,815181177- 33- פועלים סהר,12,AAA,מעלות,שקל חדש,0.09,0.00,"15,000.18",10.30,0.47,
,פקמ 03/01/2016 0.09% דיסקונט- פועלים סהר,815181250- 33- פועלים סהר,12,AA,מעלות,שקל חדש,0.09,0.00,"15,000.18",10.30,0.47,
,פקמ 05.01.2016 0.09% דיסקונט- פועלים סהר,815185475- 33- פועלים סהר,12,AA,מעלות,שקל חדש,0.09,0.00,"5,000.04",3.43,0.16,
,"סה""כ פק""מ לתקופה של עד שלושה חודשים",,,,,,,0.00,"35,000.41",24.03,1.09,
,פקדון צמוד מדד עד שלושה חודשים,,,,,,,,,,,
,0,0,,0,,0,0.00,0.00,0.00,0.00,0.00,
,"סה""כ פקדון צמוד מדד עד שלושה חודשים",,,,,,,0.00,0.00,0.00,0.00,
,"פקדון צמוד מט""ח עד שלושה חודשים (פצ""מ)",,,,,,,,,,,
,0,0,,0,,0,0.00,0.00,0.00,0.00,0.00,
,"סה""כ פקדון צמוד מט""ח עד שלושה חודשים (פצ""מ)",,,,,,,0.00,0.00,0.00,0.00,
,"פקדונות במט""ח עד 3 חודשים",,,,,,,,,,,
,0,0,,0,,0,0.00,0.00,0.00,0.00,0.00,
,"סה""כ פקדונות במט""ח עד 3 חודשים",,,,,,,0.00,0.00,0.00,0.00,
,"סה""כ בישראל",,,,,,,0.00,"145,650.57",100.00,4.55,
,"בחו""ל",,,,,,,,,,,
,"יתרות מזומנים ועו""ש נקובים במט""ח",,,,,,,,,,,
,0,0,,0,,0,0.00,0.00,0.00,0.00,0.00,
,"סה""כ יתרות מזומנים ועו""ש נקובים במט""ח",,,,,,,0.00,0.00,0.00,0.00,
,"פקדונות במט""ח עד שלושה חודשים",,,,,,,,,,,
,0,0,,0,,0,0.00,0.00,0.00,0.00,0.00,
,"סה""כ פקדונות במט""ח עד שלושה חודשים",,,,,,,0.00,0.00,0.00,0.00,
,"סה""כ בחו""ל",,,,,,,0.00,0.00,0.00,0.00,
,בעל ענין/צד קשור *,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
