,תאריך הדיווח,31/03/2016,,,,,,,,,,,,,,,,,,,
,החברה המדווחת,נתיב פנסיה,,,,,,,,,,,,,,,,,,,
,שם מסלול/קרן/קופה,נתיב פנסיה,,,,,,,,,,,,,,,,,,,
,מספר מסלול/קרן/קופה,332,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,1.ב. ניירות ערך סחירים,,,,,,,,,,,,,,,,,,,,
,1. תעודות התחייבות ממשלתיות,,,,,,,,,,,,,,,,,,,,
,שם המנפיק/שם נייר ערך ,"מספר ני""ע",זירת מסחר,דירוג,שם מדרג,תאריך רכישה,"מח""מ",סוג מטבע,שיעור ריבית,תשואה לפידיון,ערך נקוב,שער,שווי שוק,שעור מערך נקוב מונפק,שעור מנכסי אפיק ההשקעה,שעור מסך נכסי השקעה,,,,,
,,,,,,תאריך,שנים,,אחוזים,אחוזים,,אגורות,אלפי ₪,אחוזים,אחוזים,אחוזים,,,,,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),,,,,
,"סה""כ תעודות התחייבות ממשלתיות",,,,,,0.59,,,-0.13,"423,392,037.00",,"430,454.21",,100.00,2.32,,,,,
,בישראל,,,,,,,,,,,,,,,,,,,,
,צמודות למדד,,,,,,,,,,,,,,,,,,,,
,גליל,,,,,,,,,,,,,,,,,,,,
,ממשלתי צמוד 0517- ממשלת ישראל,1125905,TASE,RF,מעלות,20/01/16,1.15,שקל חדש,1.00,-0.31,"50,000,000.00",103.82,"51,910.00",0.31,12.06,0.28,,,,,
,ממשלתי צמודה 1016- ממשלת ישראל,1130483,TASE,RF,מעלות,09/12/15,0.58,שקל חדש,0.10,-0.68,"109,101,892.00",98.50,"107,465.36",1.09,24.97,0.58,,,,,
,"סה""כ גליל",,,,,,0.77,,,-0.56,"159,101,892.00",,"159,375.36",,37.02,0.86,,,,,
,"סה""כ צמודות למדד",,,,,,0.77,,,-0.56,"159,101,892.00",,"159,375.36",,37.02,0.86,,,,,
,לא צמודות,,,,,,,,,,,,,,,,,,,,
,מלווה קצר מועד,,,,,,,,,,,,,,,,,,,,
,מקמ 0416- ממשלת ישראל,8160418,TASE,RF,מעלות,16/12/15,0.01,שקל חדש,0.00,0.73,"3,596,007.00",99.99,"3,595.65",0.03,0.84,0.02,,,,,
,מקמ 0916- ממשלת ישראל,8160913,TASE,RF,מעלות,16/12/15,0.44,שקל חדש,0.00,0.11,"2,246,658.00",99.95,"2,245.53",0.02,0.52,0.01,,,,,
,מקמ 1016- ממשלת ישראל,8161010,TASE,RF,מעלות,16/12/15,0.52,שקל חדש,0.00,0.10,"20,415,509.00",99.95,"20,405.30",0.23,4.74,0.11,,,,,
,מקמ 1116- ממשלת ישראל,8161119,TASE,RF,מעלות,23/12/15,0.59,שקל חדש,0.00,0.10,"6,330,608.00",99.94,"6,326.81",0.07,1.47,0.03,,,,,
,מקמ 117,8170110,TASE,RF,מעלות,06/01/16,0.76,שקל חדש,0.00,0.11,"1,040,985.00",99.92,"1,040.15",0.01,0.24,0.01,,,,,
,מקמ 1216- ממשלת ישראל,8161218,TASE,RF,מעלות,02/12/15,0.68,שקל חדש,0.00,0.09,"50,427,952.00",99.94,"50,397.70",0.56,11.71,0.27,,,,,
,מקמ 227,8170227,TASE,RF,מעלות,03/02/16,0.86,שקל חדש,0.00,0.13,"1,004,272.00",99.89,"1,003.17",0.01,0.23,0.01,,,,,
,מקמ 816- ממשלת ישראל,8160814,TASE,RF,מעלות,22/12/15,0.34,שקל חדש,0.00,0.09,"15,756,141.00",99.97,"15,751.41",0.18,3.66,0.09,,,,,
,"סה""כ מלווה קצר מועד",,,,,,0.56,,,0.12,"100,818,132.00",,"100,765.72",,23.41,0.54,,,,,
,שחר,,,,,,,,,,,,,,,,,,,,
,ממשלתי שקלי 0217- ממשלת ישראל,1101575,TASE,RF,מעלות,06/01/16,0.91,שקל חדש,5.53,0.10,"567,568.00",105.40,598.22,0.00,0.14,0.00,,,,,
,ממשלתי שקלי 0516- ממשלת ישראל,1127166,TASE,RF,מעלות,23/12/15,0.16,שקל חדש,2.50,0.10,"6,679,156.00",102.49,"6,845.47",0.08,1.59,0.04,,,,,
,ממשלתי שקלי 0816- ממשלת ישראל,1122019,TASE,RF,מעלות,07/12/15,0.42,שקל חדש,4.25,0.12,"156,068,453.00",104.21,"162,638.93",1.00,37.78,0.88,,,,,
,ממשלתי שקלי 142- ממשלת ישראל,1125400,TASE,RF,מעלות,10/02/16,16.28,שקל חדש,5.50,2.93,"156,836.00",146.97,230.50,0.00,0.05,0.00,,,,,
,"סה""כ שחר",,,,,,0.43,,,0.12,"163,472,013.00",,"170,313.12",,39.57,0.92,,,,,
,גילון,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ גילון",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ לא צמודות",,,,,,0.48,,,0.12,"264,290,145.00",,"271,078.84",,62.98,1.46,,,,,
,צמודות לדולר,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ צמודות לדולר",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ בישראל",,,,,,0.59,,,-0.13,"423,392,037.00",,"430,454.21",,100.00,2.32,,,,,
,"בחו""ל",,,,,,,,,,,,,,,,,,,,
,"אג""ח של ממשלת ישראל שהונפקו בחו""ל",,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ אג""ח של ממשלת ישראל שהונפקו בחו""ל",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"אג""ח שהנפיקו ממשלות זרות בחו""ל",,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ אג""ח שהנפיקו ממשלות זרות בחו""ל",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ בחו""ל",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
