,תאריך הדיווח,31/03/2016,,,,,,,,,,,,,,,,,,,
,החברה המדווחת,מקפת פנסיה,,,,,,,,,,,,,,,,,,,
,שם מסלול/קרן/קופה,מקפת פנסיה,,,,,,,,,,,,,,,,,,,
,מספר מסלול/קרן/קופה,313,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,1.ב. ניירות ערך סחירים,,,,,,,,,,,,,,,,,,,,
,"3. אג""ח קונצרני",,,,,,,,,,,,,,,,,,,,
,שם המנפיק/שם נייר ערך ,"מספר ני""ע",זירת מסחר,ספק מידע,מספר מנפיק,ענף מסחר,דירוג,שם מדרג,תאריך רכישה,"מח""מ",סוג מטבע,שיעור ריבית,תשואה לפידיון,ערך נקוב,שער,שווי שוק,שעור מערך נקוב מונפק,שעור מנכסי אפיק ההשקעה,שעור מסך נכסי השקעה,,
,,,,,,,,,תאריך,שנים,,אחוזים,אחוזים,,אגורות,אלפי ₪,אחוזים,אחוזים,אחוזים,,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),,
,"סה""כ אגרות חוב קונצרניות",,,,,,,,,4.81,,,2.34,"430,265,253.77",,"728,270.54",,100.00,1.28,,
,בישראל,,,,,,,,,,,,,,,,,,,,
,צמודות מדד,,,,,,,,,,,,,,,,,,,,
,לאומי מימון 176- לאומי,6040208,TASE,,604,בנקים,AAA,מעלות,21/10/03,0.33,שקל חדש,5.05,-1.00,"2,293,549.00",135.67,"3,111.66",0.94,0.43,0.01,,
,מזרחי טפחות הנפ. 33- בנק מזרחי טפחות,2310092,TASE,,668,בנקים,AAA,מעלות,30/04/15,0.03,שקל חדש,2.60,1.71,"16,002,951.00",105.73,"16,919.92",0.69,2.32,0.03,,
,מזרחי טפחות הנפקות  36- בנק מזרחי טפחות,2310126,TASE,,668,בנקים,AAA,מעלות,21/08/15,1.42,שקל חדש,0.00,-0.63,"28,144,283.00",99.09,"27,888.17",1.53,3.83,0.05,,
,טפחות הנפ התח27- בנק מזרחי טפחות,2310035,TASE,,668,בנקים,AA+,מעלות,14/07/15,0.67,שקל חדש,5.50,-0.45,"274,148.00",134.88,369.77,0.14,0.05,0.00,,
,לאומי כ. התחייבות ג- לאומי,6040182,TASE,,604,בנקים,AA+,מעלות,06/08/07,0.25,שקל חדש,4.90,-0.57,"2,104,484.00",135.62,"2,854.10",0.41,0.39,0.01,,
,לאומי כ.התחייבות סדרה ח- לאומי,6040232,TASE,,604,בנקים,AA+,מעלות,06/11/07,1.09,שקל חדש,4.40,0.27,"25,302,753.95",123.29,"31,195.77",1.97,4.28,0.06,,
,לאומי מימון כ.התחייבות יב- לאומי,6040273,TASE,,604,בנקים,AA+,מעלות,11/09/11,1.42,שקל חדש,2.60,0.19,"1,843,576.00",110.35,"2,034.39",0.06,0.28,0.00,,
,מזרחי טפח.כ.התחייבות 30- בנק מזרחי טפחות,2310068,TASE,,668,בנקים,AA+,מעלות,08/08/07,1.12,שקל חדש,3.90,0.35,"7,147,610.00",127.07,"9,082.47",0.49,1.25,0.02,,
,פועלים כ.ה.נדחה ד- בנק הפועלים,1940105,TASE,,662,בנקים,AA+,מעלות,23/10/03,0.22,שקל חדש,5.19,-0.76,"4,773,372.00",136.57,"6,518.99",1.59,0.90,0.01,,
,פועלים כ.התחייבות 14- בנק הפועלים,1940501,TASE,,662,בנקים,AA+,מעלות,08/08/11,4.73,שקל חדש,4.00,0.77,"25,500,169.00",122.47,"31,230.06",0.88,4.29,0.06,,
,פועלים כ.התחייבות 15- בנק הפועלים,1940543,TASE,,662,בנקים,AA+,מעלות,18/06/12,5.47,שקל חדש,4.20,0.91,"47,068,193.00",123.33,"58,049.20",4.72,7.97,0.10,,
,פועלים כ.התחייבות ט- בנק הפועלים,1940386,TASE,,662,בנקים,AA+,מעלות,22/10/06,1.21,שקל חדש,4.70,0.23,"1,326,524.99",126.29,"1,675.27",0.46,0.23,0.00,,
,"פועלים כ.התחייבות י""ב- בנק הפועלים",1940428,TASE,,662,בנקים,AA+,מעלות,02/02/15,0.17,שקל חדש,5.00,-1.51,"2,391,717.95",115.39,"2,759.80",1.17,0.38,0.00,,
,בינלאומי כתב התחיבות ה- בינלאומי,1105576,TASE,,593,בנקים,AA,מעלות,10/06/07,0.69,שקל חדש,3.85,0.22,"502,583.00",122.89,617.62,0.07,0.08,0.00,,
,בינלאומי כתב התחיבות ו- בינלאומי,1110279,TASE,,593,בנקים,Aa3,מידרוג,26/10/15,1.01,שקל חדש,4.30,0.41,"61,126.09",119.43,73.00,0.09,0.01,0.00,,
,גב ים ו- גב ים,7590128,TASE,,759,"נדל""ן ובינוי",AA-,מעלות,25/08/15,6.52,שקל חדש,4.75,1.96,"59,097.00",142.24,84.06,0.00,0.01,0.00,,
,דסקונט כ.התחייבות ח- דיסקונט,7480072,TASE,,691,בנקים,AA-,מעלות,16/09/08,0.94,שקל חדש,4.29,0.05,"2,845,289.11",119.62,"3,403.53",1.00,0.47,0.01,,
,הראל הנפק אגח ט- הראל מימון והנפקות,1134030,TASE,,8433,ביטוח,AA-,מעלות,13/01/15,8.71,שקל חדש,2.40,2.34,"7,356,067.00",101.25,"7,448.02",4.32,1.02,0.01,,
,הראל הנפק אגח י- הראל מימון והנפקות,1134048,TASE,,8433,ביטוח,AA-,מעלות,13/01/15,9.48,שקל חדש,2.40,2.50,"9,356,739.00",99.83,"9,340.83",5.50,1.28,0.02,,
,הראל ו - הראל חברה לביטוח,1126069,TASE,,1175,ביטוח,AA-,מעלות,18/05/12,6.33,שקל חדש,3.85,1.58,"16,939,464.00",118.29,"20,037.69",7.07,2.75,0.04,,
,הראל ז - הראל חברה לביטוח,1126077,TASE,,1175,ביטוח,AA-,מעלות,10/04/12,7.10,שקל חדש,3.85,1.79,"7,705,000.00",118.56,"9,135.05",3.08,1.25,0.02,,
,כ.ביטוח ט ה.משני- כלל חברה לביטוח,1136050,TASE,,224,ביטוח,Aa3,מידרוג,29/07/15,8.38,שקל חדש,2.48,2.11,"708,136.00",103.58,733.49,0.28,0.10,0.00,,
,פניקס הון אגח ה- הפניקס חברה לביטוח,1135417,TASE,,767,ביטוח,Aa3,מידרוג,29/04/15,9.38,שקל חדש,2.25,2.48,"20,034,881.00",98.96,"19,826.52",5.20,2.72,0.03,,
,איגוד כ.התחייבות ב- אגוד,1101005,TASE,,722,בנקים,A1,מידרוג,30/12/07,0.80,שקל חדש,4.30,0.34,"2,606,523.52",123.42,"3,216.97",2.54,0.44,0.01,,
,איגוד כ.התחייבות נדחה יט- אגוד,1124080,TASE,,722,בנקים,A1,מידרוג,04/07/11,3.92,שקל חדש,4.15,0.61,"3,676,486.00",120.04,"4,413.25",1.22,0.61,0.01,,
,דיסקונט הון משני עליון 1- דיסקונט,7480098,TASE,,691,בנקים,A+,מעלות,16/04/09,3.62,שקל חדש,6.40,1.10,"10,598,296.00",136.00,"14,413.68",0.85,1.98,0.03,,
,גזית גלוב ד- גזית גלוב,1260397,TASE,,126,"נדל""ן ובינוי",A,פנימי,27/12/07,3.82,שקל חדש,5.10,1.92,"4,975,160.00",131.06,"6,520.44",0.24,0.90,0.01,,
,נורסטאר ט- נורסטאר החזקות אינכ,7230303,TASE,,723,"נדל""ן ובינוי",A,פנימי,05/04/12,2.91,שקל חדש,4.70,1.69,"3,113,365.00",118.40,"3,686.22",0.83,0.51,0.01,,
,אשדר חברה לבנין סדרה א- אשדר,1104330,TASE,,8240,"נדל""ן ובינוי",A3,מידרוג,03/06/07,2.07,שקל חדש,4.85,1.43,"52,325.97",129.47,67.75,0.02,0.01,0.00,,
,דיסקונט הון ראשוני מורכב 1- דיסקונט,6910095,TASE,,691,בנקים,A-,מעלות,21/06/07,5.10,שקל חדש,5.10,1.79,"52,895,970.00",140.11,"74,112.54",4.61,10.18,0.13,,
,חשמל אגח 27- חברת החשמל,6000210,TASE,,600,שירותים,A-,פנימי,16/06/15,9.54,שקל חדש,3.85,2.66,"20,828,859.00",111.73,"23,272.08",1.80,3.20,0.04,,
,"סה""כ צמודות מדד",,,,,,,,,4.59,,,1.17,"328,488,699.58",,"394,092.33",,54.11,0.69,,
,לא צמודות,,,,,,,,,,,,,,,,,,,,
,מז טפ הנפק 40- בנק מזרחי טפחות,2310167,TASE,,668,בנקים,AAA,מעלות,21/10/15,8.00,שקל חדש,2.98,2.71,"3,087,357.00",104.55,"3,227.83",0.23,0.44,0.01,,
,פועלים הנפקות 26- בנק הפועלים,1940451,TASE,,662,בנקים,AAA,מעלות,24/09/15,0.66,שקל חדש,0.84,0.34,"2,685,470.00",100.37,"2,695.41",0.34,0.37,0.00,,
,לאומי הון משני תחתון יג- לאומי,6040281,TASE,,604,בנקים,AA+,מעלות,16/09/10,1.39,שקל חדש,5.40,0.78,"7,396,712.00",109.60,"8,106.80",0.34,1.11,0.01,,
,דיסקונט ט כ.התחייבות 2017 ר.מש- דיסקונט,7480106,TASE,,691,בנקים,AA-,מעלות,14/06/11,1.40,שקל חדש,2.15,0.90,"84,196.00",101.88,85.78,0.01,0.01,0.00,,
,"הראל הנפקות י""א כ.התחייבות- הראל מימון והנפקות",1136316,TASE,,8433,ביטוח,AA-,מעלות,03/09/15,9.19,שקל חדש,4.36,3.78,"7,060,000.00",108.30,"7,645.98",2.35,1.05,0.01,,
,"פז נפט אג""ח ג- פז חברת נפט",1114073,TASE,,8120,השקעות ואחזקות,AA-,מעלות,14/08/11,3.05,שקל חדש,2.30,1.57,"191,133.00",102.28,195.49,0.01,0.03,0.00,,
,גזית גלוב ה- גזית גלוב,1260421,TASE,,126,"נדל""ן ובינוי",A,פנימי,25/08/15,1.49,שקל חדש,0.81,1.60,"46,963.00",99.02,46.50,0.01,0.01,0.00,,
,גזית גלוב ו- גזית גלוב,1260405,TASE,,126,"נדל""ן ובינוי",A,פנימי,25/08/15,0.75,שקל חדש,6.40,0.92,"170,551.00",105.67,180.22,0.06,0.02,0.00,,
,נורסטאר ח TEL 6M+0.75%- נורסטאר החזקות אינכ,7230295,TASE,,723,"נדל""ן ובינוי",A,פנימי,23/08/12,2.31,שקל חדש,0.86,2.89,"614,994.00",95.66,588.30,0.15,0.08,0.00,,
,החברה לישראל 9 6% 31.12.17- החברה לישראל,5760202,TASE,,576,השקעות ואחזקות,A-,פנימי,08/07/15,1.21,שקל חדש,6.00,1.25,"47,026.67",107.37,50.49,0.01,0.01,0.00,,
,דלק קב. טו- קבוצת דלק,1115070,TASE,,1095,השקעות ואחזקות,BBB+,פנימי,09/11/11,1.00,שקל חדש,8.50,1.02,"9,297,921.80",111.61,"10,377.41",1.70,1.42,0.02,,
,"סה""כ לא צמודות",,,,,,,,,3.67,,,1.74,"30,682,324.47",,"33,200.21",,4.56,0.06,,
,"צמודות למט""ח",,,,,,,,,,,,,,,,,,,,
,גזית גלוב ב- גזית גלוב,1260272,TASE,,126,"נדל""ן ובינוי",A,פנימי,27/05/04,0.74,שקל חדש,2.17,0.46,"2,899,229.72",79.53,"2,305.76",5.25,0.32,0.00,,
,"סה""כ צמודות למט""ח",,,,,,,,,0.74,,,0.46,"2,899,229.72",,"2,305.76",,0.32,0.00,,
,אחר,,,,,,,,,,,,,,,,,,,,
,0,0,,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ אחר",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"סה""כ בישראל",,,,,,,,,4.50,,,1.21,"362,070,253.77",,"429,598.30",,58.99,0.76,,
,"בחו""ל",,,,,,,,,,,,,,,,,,,,
,"חברות ישראליות בחו""ל",,,,,,,,,,,,,,,,,,,,
,7.75% I.ELECTRIC 12/27- חברת החשמל,us46507wab63,אחר,בלומברג,600,שירותים,A-,פנימי,15/03/11,8.10,דולר אמריקאי,7.75,5.60,"14,200,000.00",121.27,"64,853.62",4.73,8.91,0.11,,
,ISRAEL ELECTRIC 6.875 06/23- חברת החשמל,US46507NAE04,אחר,בלומברג,600,שירותים,A-,פנימי,18/06/13,5.86,דולר אמריקאי,6.88,4.00,"16,000,000.00",120.05,"72,339.51",3.20,9.93,0.13,,
,ISRAEL ELECTRIC 8.1% 2096- חברת החשמל,USM60170AC79,אחר,בלומברג,600,שירותים,A-,פנימי,20/06/11,14.32,דולר אמריקאי,8.10,7.17,"2,845,000.00",117.24,"12,561.14",2.28,1.72,0.02,,
,חברת חשמל 2018 7.7%- חברת החשמל,US46507VAD47,אחר,בלומברג,600,שירותים,A-,פנימי,20/06/11,2.12,דולר אמריקאי,7.70,3.35,"7,000,000.00",111.19,"29,310.91",5.60,4.02,0.05,,
,"סה""כ חברות ישראליות בחו""ל",,,,,,,,,6.65,,,4.70,"40,045,000.00",,"179,065.18",,24.59,0.32,,
,"חברות זרות בחו""ל",,,,,,,,,,,,,,,,,,,,
,EDF 6.5% 01/19- EDF ENERGY,USF2893TAB29,אחר,בלומברג,8406,אחר,A+,מעלות,20/06/11,2.61,דולר אמריקאי,6.50,1.95,"1,250,000.00",113.60,"5,347.89",0.00,0.73,0.01,,
,HSBC5 5/8 08/15/35- HSBC Bank,US4042Q1AB39,אחר,בלומברג,8199,בנקים,A,S P,14/02/12,12.41,דולר אמריקאי,5.63,4.72,"1,750,000.00",112.74,"7,429.85",0.00,1.02,0.01,,
