,תאריך הדיווח,31/03/2016,,,,,,,,,,,,,,,,,,
,החברה המדווחת,מקפת פנסיה,,,,,,,,,,,,,,,,,,
,שם מסלול/קרן/קופה,מקפת פנסיה,,,,,,,,,,,,,,,,,,
,מספר מסלול/קרן/קופה,313,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,1.ג. ניירות ערך לא סחירים,,,,,,,,,,,,,,,,,,,
,"3. אג""ח קונצרני",,,,,,,,,,,,,,,,,,,
,שם המנפיק/שם נייר ערך,"מספר ני""ע",ספק המידע,מספר מנפיק,ענף מסחר,דירוג,שם מדרג,תאריך רכישה,"מח""מ",סוג מטבע,שיעור ריבית,תשואה לפידיון,ערך נקוב,שער,שווי הוגן,שעור מערך נקוב מונפק,שעור מנכסי אפיק ההשקעה,שעור מסך נכסי השקעה,,
,,,,,,,,תאריך,שנים,,אחוזים,אחוזים,,אגורות,אלפי ₪,אחוזים,אחוזים,אחוזים,,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),,
,"סה""כ אג""ח קונצרני",,,,,,,,5.59,,,2.03,"1,218,428,373.84",,"2,166,715.23",,100.00,3.82,,
,בישראל,,,,,,,,,,,,,,,,,,,
,צמוד מדד,,,,,,,,,,,,,,,,,,,
,לאומי נדחה 2018 5.4%- לאומי,6401780,,604,בנקים,AA+,מעלות,20/08/03,2.25,שקל חדש,5.40,0.59,"15,000,000.00",139.88,"20,982.00",30.00,0.97,0.04,,
,סופר גז- סופרגז,1106822,,8243,שירותים,AA+,מעלות,19/08/07,4.49,שקל חדש,4.90,0.98,"11,698,369.05",141.89,"16,598.82",1.95,0.77,0.03,,
,פועלים כ.התחייבות 12/17 6.5%- בנק הפועלים,6626337,,662,בנקים,AA+,מעלות,24/12/02,1.22,שקל חדש,6.50,0.55,"4,000,000.00",131.01,"5,240.40",16.67,0.24,0.01,,
,הראל בטוח כ.התחייבות 1- הראל חברה לביטוח,1089655,,1175,ביטוח,AA,מעלות,18/02/04,1.96,שקל חדש,5.55,0.54,"2,171,826.01",135.29,"2,938.26",1.09,0.14,0.01,,
,לאומי למשכנ שה- לאומי משכנתאות,6020903,,602,בנקים,AA,מעלות,25/11/99,6.23,שקל חדש,6.05,1.25,"464,000.00",174.05,807.59,35.69,0.04,0.00,,
,VID מאוחד- וי.אי.די. התפלת מי אשקלון,1097997,,1148,אחר,AA-,מעלות,06/07/06,4.37,שקל חדש,7.75,0.99,"1,970,517.97",162.21,"3,196.38",0.00,0.15,0.01,,
,אוצר החייל כ.התח 03/26 3.95%- אוצר החייל,6014211,,8015,בנקים,Aa3,מידרוג,23/03/11,5.13,שקל חדש,3.95,1.04,"15,000,000.00",118.98,"17,847.00",0.00,0.82,0.03,,
,די בי אס ב 11/19 5.35%- די בי אס - יס,1121490,,8446,שירותים,AA-,פנימי,10/11/10,2.05,שקל חדש,5.71,0.10,"36,048,806.39",118.30,"42,645.74",0.00,1.97,0.08,,
,דיסקונט  שה- דיסקונט,6393102,,691,בנקים,AA-,מעלות,06/11/03,1.56,שקל חדש,5.70,1.87,"6,000,000.00",132.40,"7,944.00",0.00,0.37,0.01,,
,"דיסקונט כ""ה 09/22 3.8%- דיסקונט",6390041,,691,בנקים,AA-,מעלות,12/02/12,5.85,שקל חדש,3.80,0.91,"18,000,000.00",121.75,"21,915.00",0.00,1.01,0.04,,
,דסקונט שה 09/18 5.6%- דיסקונט,6393086,,691,בנקים,AA-,מעלות,21/10/03,1.52,שקל חדש,5.60,0.74,"3,000,000.00",134.51,"4,035.30",30.00,0.19,0.01,,
,מר.דסקונט כ.ה.נדחה 4.1% 07/2- מרכנתיל דיסקונט,7290497,,8017,בנקים,AA-,מעלות,22/02/11,7.34,שקל חדש,4.10,0.98,"20,000,000.00",129.58,"25,916.00",0.00,1.20,0.05,,
,מרכנתיל דסקונט כ.ה. 09/22 3.8%- מרכנתיל דיסקונט,7299522,,8017,בנקים,AA-,מעלות,25/01/12,5.85,שקל חדש,3.80,0.92,"14,380,000.00",121.72,"17,503.34",0.00,0.81,0.03,,
,נתיבי גז א- נתיבי גז,1103084,,8123,אחר,AA-,פנימי,27/03/07,5.64,שקל חדש,5.60,1.14,"17,529,632.26",152.71,"26,769.50",2.50,1.24,0.05,,
,נתיבי גז ג- נתיבי גז,1125509,,8123,אחר,AA-,פנימי,02/01/12,8.89,שקל חדש,4.80,1.89,"29,131,486.00",131.35,"38,264.21",0.00,1.77,0.07,,
,נתיבי גז ד- נתיבי גז,1131994,,8123,אחר,AA-,פנימי,30/07/14,11.50,שקל חדש,2.95,2.10,"48,000,000.00",111.02,"53,289.60",0.00,2.46,0.09,,
,הון משני עליון - בנק לאומי- לאומי,74001041,,604,בנקים,A+,מעלות,07/04/09,2.72,שקל חדש,6.20,0.78,"50,000,000.00",135.94,"67,970.00",0.00,3.14,0.12,,
,מ.מבטחים ה.מ.מורכב ב  4.65% 2021/24- מנורה מבטחים בטוח,1124759,,8319,ביטוח,A1,מידרוג,06/10/11,4.98,שקל חדש,4.65,0.79,"18,000,000.00",124.47,"22,404.60",0.00,1.03,0.04,,
,מ.מבטחים ה.מ.מורכב ג 3.3% 2027/30- מנורה מבטחים בטוח,1131911,,8319,ביטוח,A1,מידרוג,02/04/14,9.65,שקל חדש,3.30,2.16,"40,000,000.00",113.34,"45,336.00",0.00,2.09,0.08,,
,מקורות 8 4.1% 2048- מקורות,1124346,,1150,אחר,A+,פנימי,14/07/11,12.47,שקל חדש,4.10,1.98,"161,317,314.00",133.15,"214,794.00",0.00,9.91,0.38,,
,מקורות סדרה ו- מקורות,1100908,,1150,אחר,A+,פנימי,02/01/07,10.34,שקל חדש,4.90,1.41,"47,800,000.00",167.51,"80,069.78",3.14,3.70,0.14,,
,פועלים הון ראשוני ג- בנק הפועלים,6620280,,662,בנקים,A+,מעלות,22/11/07,5.65,שקל חדש,5.75,0.93,"40,000,000.00",152.77,"61,108.00",3.07,2.82,0.11,,
,פועלים הון ראשוני ב- בנק הפועלים,6620215,,662,בנקים,A+,מעלות,01/02/04,2.63,שקל חדש,5.75,1.13,"50,000,000.00",139.83,"69,915.00",0.00,3.23,0.12,,
,דרך ארץ מזנין 2- דרך ארץ,6270,,8019,אחר,A2,מידרוג,16/03/11,5.90,שקל חדש,7.15,1.58,"27,008,770.66",142.57,"38,506.40",0.00,1.78,0.07,,
,יצחקי מחסנים א 10/16 6.5%- יצחקי,1109198,,8301,"נדל""ן ובינוי",A2,מידרוג,23/01/08,0.64,שקל חדש,6.50,0.64,"2,700,000.95",122.50,"3,307.50",1.00,0.15,0.01,,
,חשמל 2022- חברת החשמל,6000129,,600,שירותים,A-,פנימי,18/01/11,4.81,שקל חדש,6.00,3.16,"54,360,000.00",119.86,"65,155.90",0.00,3.01,0.11,,
,חשמל 2029 6%- חברת החשמל,6000186,,600,שירותים,A-,פנימי,31/10/14,8.17,שקל חדש,6.00,3.09,"44,195,318.00",128.66,"56,861.70",0.00,2.62,0.10,,
,חשמל יא- חברת החשמל,6000038,,600,שירותים,A-,פנימי,18/08/05,0.38,שקל חדש,6.50,0.47,"105,798,896.00",127.00,"134,364.60",8.53,6.20,0.24,,
,חשמל צמוד 2020 6.85%- חברת החשמל,6000111,,600,שירותים,A-,פנימי,12/02/09,3.49,שקל חדש,6.85,0.78,"28,000,000.00",137.09,"38,385.20",5.54,1.77,0.07,,
,קבוצת דלק יא- קבוצת דלק,1098201,,1095,השקעות ואחזקות,BBB+,פנימי,18/07/06,2.16,שקל חדש,5.40,2.56,"21,813,474.00",125.42,"27,358.46",6.11,1.26,0.05,,
,קבוצת דלק יב- קבוצת דלק,1099639,,1095,השקעות ואחזקות,BBB+,פנימי,07/11/06,1.02,שקל חדש,5.35,0.83,"32,469,349.57",126.00,"40,911.38",5.45,1.89,0.07,,
,אגרקסקו אגח א- אגרקסקו,1109180,,8308,שירותים,0,לא מדורג,05/02/08,0.00,שקל חדש,9.90,0.00,"1,436,122.07",0.00,0.00,1.03,0.00,0.00,,
,אגרקסקו אגח א חש 4/12- אגרקסקו,1126770,,8308,שירותים,0,לא מדורג,03/08/12,0.00,שקל חדש,9.90,0.00,"287,224.41",0.00,0.00,0.00,0.00,0.00,,
,חפציבה א מחוקה למסחר- חפציבה חופים,1095942,,1303,"נדל""ן ובינוי",0,לא מדורג,11/11/07,0.00,שקל חדש,6.00,0.00,"3,987,216.43",0.00,0.00,2.02,0.00,0.00,,
,חפציבה א מחוקה למסחר- חפציבה חופים,1113562,,1303,"נדל""ן ובינוי",0,לא מדורג,17/03/09,0.00,שקל חדש,0.00,0.00,"664,535.28",0.00,0.00,0.00,0.00,0.00,,
,"סה""כ צמוד מדד",,,,,,,,6.24,,,1.44,"972,232,859.05",,"1,272,341.65",,58.72,2.24,,
,לא צמוד,,,,,,,,,,,,,,,,,,,
,0,0,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ לא צמוד",,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"צמודות למט""ח",,,,,,,,,,,,,,,,,,,
,נתיבים א- נתיבים אגרות חוב,1090281,,1191,השקעות ואחזקות,AA,מעלות,10/05/04,5.40,דולר אמריקאי,7.97,3.35,"16,575,115.32",128.63,"80,293.27",11.38,3.71,0.14,,
,A1 צים אגח- צים,6510044,,651,שירותים,0,לא מדורג,20/07/14,6.40,דולר אמריקאי,3.00,7.02,"4,864,321.76",78.25,"14,334.65",1.30,0.66,0.03,,
,צים אגח ד- צים,6510069,,651,שירותים,0,לא מדורג,20/07/14,3.05,דולר אמריקאי,3.44,2.93,"1,406,113.44",101.65,"5,382.80",2.87,0.25,0.01,,
,"סה""כ צמודות למט""ח",,,,,,,,5.42,,,3.85,"22,845,550.52",,"100,010.71",,4.62,0.18,,
,אחר,,,,,,,,,,,,,,,,,,,
,0,0,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ אחר",,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"סה""כ בישראל",,,,,,,,6.18,,,1.62,"995,078,409.57",,"1,372,352.36",,63.34,2.42,,
,"בחו""ל",,,,,,,,,,,,,,,,,,,
,"אג""ח קונצרני של חברות ישראליות",,,,,,,,,,,,,,,,,,,
,0,0,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ אג""ח קונצרני של חברות ישראליות",,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"אג""ח קונצרני של חברות זרות",,,,,,,,,,,,,,,,,,,
,"ש""ח HSBC 6.14% 26.3.27- HSBC Bank",XS0762108453,בלומברג,8199,בנקים,AA-,S P,26/03/12,8.63,שקל חדש,6.14,3.30,"21,500,000.00",125.91,"27,071.53",0.00,1.25,0.05,,
,Credit Suisse Global FI- Credit Suisse,KYG445041018,בלומברג,8185,"אג""ח מובנות",A,S P,01/02/11,5.03,דולר אמריקאי,0.00,2.68,"291,496.25","11,890.00","130,525.43",0.00,6.02,0.23,,
,ING BANK NV CLN FLOAT 4/21- ING BANK NV,XS0598374519,בלומברג,8452,בנקים,A2,Moodys,24/02/11,4.58,דולר אמריקאי,3.33,2.71,"10,000,000.00",105.48,"39,723.77",0.00,1.83,0.07,,
,ING CLN L+3.8% 01/22- ING BANK NV,XS0686564781,בלומברג,8452,בנקים,A,S P,10/10/11,5.10,דולר אמריקאי,4.13,2.89,"14,450,000.00",109.60,"59,644.53",28.90,2.75,0.11,,
,LLOYDS F CLN 21/6/21- LLOYDS TSB PLC,XS0632909635,בלומברג,8456,בנקים,A,S P,01/06/11,4.81,דולר אמריקאי,3.45,2.42,"19,250,000.00",105.46,"76,453.75",0.00,3.53,0.13,,
,UBS CLN 4.25% CPI ISRAEL 28.7.18- UBS  AG JERSEY BRANCH,XS0379261323,בלומברג,9077,בנקים,A,S P,28/07/08,2.21,שקל חדש,4.25,1.76,"14,250,000.00",121.65,"17,335.13",0.00,0.80,0.03,,
,UBS CLN L+3.30% 5/7/22- UBS  AG JERSEY BRANCH,XS0769417931,בלומברג,9077,בנקים,A,S P,28/03/12,5.55,דולר אמריקאי,3.62,3.38,"9,000,000.00",104.15,"35,301.90",0.00,1.63,0.06,,
,BARC CLN 6.45 6/22/2020- BARCLAYS,XS0511401761,בלומברג,8223,בנקים,A-,S P,25/05/10,3.72,שקל חדש,6.45,1.36,"35,000,000.00",125.79,"44,026.50",18.42,2.03,0.08,,
,BARC CLN L+3.65% 20/06/22- BARCLAYS,XS0614629029,בלומברג,8223,בנקים,A-,S P,15/05/12,5.53,דולר אמריקאי,4.22,2.59,"9,000,000.00",109.95,"37,266.45",0.00,1.72,0.07,,
,CITIGROUP FUNDING 4.6% 08/18- CITIGROUP INC,XS0381706190,בלומברג,8184,בנקים,Baa1,Moodys,07/08/08,2.22,שקל חדש,4.60,2.36,"20,000,000.00",121.15,"24,230.00",0.00,1.12,0.04,,
,phoenix  08/15/19- PHOENIX - credit suisse,XS0813493391,בלומברג,9010,בנקים,Baa1,Moodys,07/08/12,3.15,דולר אמריקאי,4.44,2.41,"10,000,000.00",107.16,"40,356.46",0.00,1.86,0.07,,
,RABOBANK TIER 1 CAPITAL- RABOBANK,XS0376667266,בלומברג,8235,בנקים,BBB-,S P,14/07/08,2.17,שקל חדש,4.15,2.47,"43,000,000.00",119.68,"51,462.40",0.00,2.38,0.09,,
