,תאריך הדיווח,31/03/2016,,,,,,,,,,,,,,,,,,,
,החברה המדווחת,בניין פנסיה,,,,,,,,,,,,,,,,,,,
,שם מסלול/קרן/קופה,בנין פנסיה,,,,,,,,,,,,,,,,,,,
,מספר מסלול/קרן/קופה,360,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,1.ב. ניירות ערך סחירים,,,,,,,,,,,,,,,,,,,,
,1. תעודות התחייבות ממשלתיות,,,,,,,,,,,,,,,,,,,,
,שם המנפיק/שם נייר ערך ,"מספר ני""ע",זירת מסחר,דירוג,שם מדרג,תאריך רכישה,"מח""מ",סוג מטבע,שיעור ריבית,תשואה לפידיון,ערך נקוב,שער,שווי שוק,שעור מערך נקוב מונפק,שעור מנכסי אפיק ההשקעה,שעור מסך נכסי השקעה,,,,,
,,,,,,תאריך,שנים,,אחוזים,אחוזים,,אגורות,אלפי ₪,אחוזים,אחוזים,אחוזים,,,,,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),,,,,
,"סה""כ תעודות התחייבות ממשלתיות",,,,,,7.69,,,0.41,"442,242,396.00",,"494,448.12",,100.00,10.21,,,,,
,בישראל,,,,,,,,,,,,,,,,,,,,
,צמודות למדד,,,,,,,,,,,,,,,,,,,,
,גליל,,,,,,,,,,,,,,,,,,,,
,ממשלתי  צמוד 0841- ממשלת ישראל,1120583,TASE,RF,מעלות,07/01/14,19.52,שקל חדש,2.75,1.09,"110,663,874.00",145.56,"161,082.33",0.65,32.58,3.33,,,,,
,ממשלתי צמוד 0517- ממשלת ישראל,1125905,TASE,RF,מעלות,13/01/16,1.15,שקל חדש,1.00,-0.31,"1,418,551.00",103.82,"1,472.74",0.01,0.30,0.03,,,,,
,ממשלתי צמודה 1016- ממשלת ישראל,1130483,TASE,RF,מעלות,24/11/15,0.58,שקל חדש,0.10,-0.68,"35,464,705.00",98.50,"34,932.73",0.36,7.06,0.72,,,,,
,"סה""כ גליל",,,,,,16.03,,,0.77,"147,547,130.00",,"197,487.81",,39.94,4.08,,,,,
,"סה""כ צמודות למדד",,,,,,16.03,,,0.77,"147,547,130.00",,"197,487.81",,39.94,4.08,,,,,
,לא צמודות,,,,,,,,,,,,,,,,,,,,
,מלווה קצר מועד,,,,,,,,,,,,,,,,,,,,
,מקמ 0716- ממשלת ישראל,8160715,TASE,RF,מעלות,08/07/15,0.26,שקל חדש,0.00,0.08,"9,571,543.00",99.98,"9,569.63",0.11,1.94,0.20,,,,,
,מקמ 0916- ממשלת ישראל,8160913,TASE,RF,מעלות,25/12/15,0.44,שקל חדש,0.00,0.11,"3,920,033.00",99.95,"3,918.07",0.04,0.79,0.08,,,,,
,מקמ 1116- ממשלת ישראל,8161119,TASE,RF,מעלות,04/11/15,0.59,שקל חדש,0.00,0.10,"7,132,461.00",99.94,"7,128.18",0.08,1.44,0.15,,,,,
,מקמ 117,8170110,TASE,RF,מעלות,06/01/16,0.76,שקל חדש,0.00,0.11,"4,674,174.00",99.92,"4,670.43",0.06,0.94,0.10,,,,,
,מקמ 1216- ממשלת ישראל,8161218,TASE,RF,מעלות,23/12/15,0.68,שקל חדש,0.00,0.09,"51,863,642.00",99.94,"51,832.52",0.58,10.48,1.07,,,,,
,מקמ 227,8170227,TASE,RF,מעלות,03/02/16,0.86,שקל חדש,0.00,0.13,"4,860,847.00",99.89,"4,855.50",0.06,0.98,0.10,,,,,
,מקמ 816- ממשלת ישראל,8160814,TASE,RF,מעלות,22/12/15,0.34,שקל חדש,0.00,0.09,"2,577,974.00",99.97,"2,577.20",0.03,0.52,0.05,,,,,
,"סה""כ מלווה קצר מועד",,,,,,0.62,,,0.09,"84,600,674.00",,"84,551.54",,17.10,1.75,,,,,
,שחר,,,,,,,,,,,,,,,,,,,,
,ממשלתי שקלי 0217- ממשלת ישראל,1101575,TASE,RF,מעלות,25/12/15,0.91,שקל חדש,5.53,0.10,"5,603,831.00",105.40,"5,906.44",0.03,1.19,0.12,,,,,
