,תאריך הדיווח,31/03/2016,,,,,,,,,,,,,,,,,,,
,החברה המדווחת,חקלאים פנסיה,,,,,,,,,,,,,,,,,,,
,שם מסלול/קרן/קופה,חקלאים פנסיה,,,,,,,,,,,,,,,,,,,
,מספר מסלול/קרן/קופה,307,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,1.ב. ניירות ערך סחירים,,,,,,,,,,,,,,,,,,,,
,1. תעודות התחייבות ממשלתיות,,,,,,,,,,,,,,,,,,,,
,שם המנפיק/שם נייר ערך ,"מספר ני""ע",זירת מסחר,דירוג,שם מדרג,תאריך רכישה,"מח""מ",סוג מטבע,שיעור ריבית,תשואה לפידיון,ערך נקוב,שער,שווי שוק,שעור מערך נקוב מונפק,שעור מנכסי אפיק ההשקעה,שעור מסך נכסי השקעה,,,,,
,,,,,,תאריך,שנים,,אחוזים,אחוזים,,אגורות,אלפי ₪,אחוזים,אחוזים,אחוזים,,,,,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),,,,,
,"סה""כ תעודות התחייבות ממשלתיות",,,,,,9.85,,,0.49,"200,418,253.00",,"231,893.43",,100.00,7.16,,,,,
,בישראל,,,,,,,,,,,,,,,,,,,,
,צמודות למדד,,,,,,,,,,,,,,,,,,,,
,גליל,,,,,,,,,,,,,,,,,,,,
,ממשלתי  צמוד 0841- ממשלת ישראל,1120583,TASE,RF,מעלות,07/01/14,19.52,שקל חדש,2.75,1.09,"68,696,811.00",145.56,"99,995.08",0.40,43.12,3.09,,,,,
,ממשלתי צמוד 0517- ממשלת ישראל,1125905,TASE,RF,מעלות,13/01/16,1.15,שקל חדש,1.00,-0.31,"946,271.00",103.82,982.42,0.01,0.42,0.03,,,,,
,ממשלתי צמודה 1016- ממשלת ישראל,1130483,TASE,RF,מעלות,24/11/15,0.58,שקל חדש,0.10,-0.68,"23,754,936.00",98.50,"23,398.61",0.24,10.09,0.72,,,,,
,"סה""כ גליל",,,,,,15.81,,,0.75,"93,398,018.00",,"124,376.11",,53.64,3.84,,,,,
,"סה""כ צמודות למדד",,,,,,15.81,,,0.75,"93,398,018.00",,"124,376.11",,53.64,3.84,,,,,
,לא צמודות,,,,,,,,,,,,,,,,,,,,
,מלווה קצר מועד,,,,,,,,,,,,,,,,,,,,
,מקמ 0626- ממשלת ישראל,8160624,TASE,RF,מעלות,01/07/15,0.19,שקל חדש,0.00,0.11,"626,773.00",99.98,626.65,0.01,0.27,0.02,,,,,
,מקמ 0716- ממשלת ישראל,8160715,TASE,RF,מעלות,08/07/15,0.26,שקל חדש,0.00,0.08,"7,432,397.00",99.98,"7,430.91",0.08,3.20,0.23,,,,,
,מקמ 1116- ממשלת ישראל,8161119,TASE,RF,מעלות,04/11/15,0.59,שקל חדש,0.00,0.10,"4,736,905.00",99.94,"4,734.06",0.05,2.04,0.15,,,,,
,מקמ 117,8170110,TASE,RF,מעלות,06/01/16,0.76,שקל חדש,0.00,0.11,"3,080,625.00",99.92,"3,078.16",0.04,1.33,0.09,,,,,
,מקמ 1216- ממשלת ישראל,8161218,TASE,RF,מעלות,23/12/15,0.68,שקל חדש,0.00,0.09,"1,235,023.00",99.94,"1,234.28",0.01,0.53,0.04,,,,,
,מקמ 227,8170227,TASE,RF,מעלות,03/02/16,0.86,שקל חדש,0.00,0.13,"3,247,468.00",99.89,"3,243.90",0.04,1.40,0.10,,,,,
