,תאריך הדיווח,31/03/2016,,,,,,,,,,,,,,,,,
,החברה המדווחת,חקלאים פנסיה,,,,,,,,,,,,,,,,,
,שם מסלול/קרן/קופה,חקלאים פנסיה,,,,,,,,,,,,,,,,,
,מספר מסלול/קרן/קופה,307,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1.ה. פקדונות מעל 3 חודשים:,,,,,,,,,,,,,,,,,,
,שם המנפיק/שם נייר ערך,"מספר ני""ע",מספר מנפיק,דירוג,שם מדרג,"מח""מ",סוג מטבע,תנאי ושיעור ריבית,תשואה לפידיון,ערך נקוב,שער,שווי הוגן,שעור מנכסי אפיק ההשקעה,שעור מסך נכסי השקעה,,,,,
,,,,,,שנים,,אחוזים,אחוזים,,אגורות,אלפי ₪,אחוזים,אחוזים,,,,,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),,,,,
,"סה""כ  פקדונות מעל 3 חודשים",,,,,0.15,,,-0.32,"32,851.73",,53.40,100.00,0.00,,,,,
,בישראל,,,,,,,,,,,,,,,,,,
,צמוד מדד,,,,,,,,,,,,,,,,,,
,4.9 פועלים 10/7/2016- בנק הפועלים,6624886,662,AAA,מעלות,0.15,שקל חדש,4.90,-0.32,"32,851.73",162.54,53.40,100.00,0.00,,,,,
,"סה""כ צמוד מדד",,,,,0.15,,,-0.32,"32,851.73",,53.40,100.00,0.00,,,,,
,לא צמוד,,,,,,,,,,,,,,,,,,
,0,0,,0,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ לא צמוד",,,,,0.00,,,0.00,0.00,,0.00,0.00,0.00,,,,,
,"נקוב במט""ח",,,,,,,,,,,,,,,,,,
,0,0,,0,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ נקוב במט""ח",,,,,0.00,,,0.00,0.00,,0.00,0.00,0.00,,,,,
,"צמודי מט""ח",,,,,,,,,,,,,,,,,,
,0,0,,0,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ צמודי מט""ח",,,,,0.00,,,0.00,0.00,,0.00,0.00,0.00,,,,,
,אחר,,,,,,,,,,,,,,,,,,
,0,0,,0,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ אחר",,,,,0.00,,,0.00,0.00,,0.00,0.00,0.00,,,,,
,"סה""כ בישראל",,,,,0.15,,,-0.32,"32,851.73",,53.40,100.00,0.00,,,,,
,"בחו""ל",,,,,,,,,,,,,,,,,,
,0,0,,0,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ בחו""ל",,,,,0.00,,,0.00,0.00,,0.00,0.00,0.00,,,,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,
