,תאריך הדיווח,31/03/2016,,,,,,,,,,
,החברה המדווחת,מבטחים פנסיה,,,,,,,,,,
,שם מסלול/קרן/קופה,מבטחים פנסיה,,,,,,,,,,
,מספר מסלול/קרן/קופה,316,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,1.א. מזומנים ושווי מזומנים,,,,,,,,,,,
,שם המנפיק/שם נייר ערך ,"מספר ני""ע",מספר מנפיק,דירוג,שם מדרג,סוג מטבע,שיעור ריבית,תשואה לפידיון,שווי שוק,שעור מנכסי אפיק ההשקעה,שעור מסך נכסי השקעה,
,,,,,,,אחוזים,אחוזים,אלפי ₪,אחוזים,אחוזים,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),
,"פקדון צמוד מט""ח עד שלושה חודשים (פצ""מ)",,,,,,,,,,,
,0,0,,0,,0,0.00,0.00,0.00,0.00,0.00,
,"סה""כ פקדון צמוד מט""ח עד שלושה חודשים (פצ""מ)",,,,,,,0.00,0.00,0.00,0.00,
,"פקדונות במט""ח עד 3 חודשים",,,,,,,,,,,
,0,0,,0,,0,0.00,0.00,0.00,0.00,0.00,
,"סה""כ פקדונות במט""ח עד 3 חודשים",,,,,,,0.00,0.00,0.00,0.00,
,"סה""כ בישראל",,,,,,,0.00,"2,776,143.52",100.00,1.44,
,"בחו""ל",,,,,,,,,,,
,"יתרות מזומנים ועו""ש נקובים במט""ח",,,,,,,,,,,
,0,0,,0,,0,0.00,0.00,0.00,0.00,0.00,
,"סה""כ יתרות מזומנים ועו""ש נקובים במט""ח",,,,,,,0.00,0.00,0.00,0.00,
,"פקדונות במט""ח עד שלושה חודשים",,,,,,,,,,,
,0,0,,0,,0,0.00,0.00,0.00,0.00,0.00,
,"סה""כ פקדונות במט""ח עד שלושה חודשים",,,,,,,0.00,0.00,0.00,0.00,
,"סה""כ בחו""ל",,,,,,,0.00,0.00,0.00,0.00,
,בעל ענין/צד קשור *,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
