,תאריך הדיווח,31/03/2016,,,,,,,,,,,,,,,,,,,
,החברה המדווחת,מבטחים פנסיה,,,,,,,,,,,,,,,,,,,
,שם מסלול/קרן/קופה,מבטחים פנסיה,,,,,,,,,,,,,,,,,,,
,מספר מסלול/קרן/קופה,316,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,1.ג. ניירות ערך לא סחירים,,,,,,,,,,,,,,,,,,,,
,9. מוצרים מובנים,,,,,,,,,,,,,,,,,,,,
,שם המנפיק/שם נייר ערך,"מספר ני""ע",נכס הבסיס,דירוג,שם מדרג,תאריך רכישה,"מח""מ",סוג מטבע,שיעור ריבית,תשואה לפידיון,ערך נקוב,שער,שווי הוגן,שעור מערך נקוב מונפק,שעור מנכסי אפיק ההשקעה,שעור מסך נכסי השקעה,,,,,
,,,,,,תאריך,שנים,,אחוזים,אחוזים,,אגורות,אלפי ₪,אחוזים,אחוזים,אחוזים,,,,,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),,,,,
,"סה""כ מוצרים מובנים",,,,,,0.01,,,0.01,"105,794,007.56",,"397,959.28",,100.00,0.21,,,,,
,בישראל,,,,,,,,,,,,,,,,,,,,
,קרן מובטחת,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ קרן מובטחת",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,קרן לא מובטחת,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ קרן לא מובטחת",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,מוצרים מאוגחים,,,,,,,,,,,,,,,,,,,,
,שכבת חוב (Tranch) בדרוג AA- ומעלה,,,,,,,,,,,,,,,,,,,,
,חמית  הנפקות 10 4.30% 6/2017- חמית-אמפא קפיטל,1127083,אשראי,Aa3,מידרוג,08/11/12,0.64,שקל חדש,4.30,0.79,"3,527,997.56",102.63,"3,620.78",0.00,0.91,0.00,,,,,
,"סה""כ שכבת חוב (Tranch) בדרוג AA- ומעלה",,,,,,0.64,,,0.79,"3,527,997.56",,"3,620.78",,0.91,0.00,,,,,
,שכבת חוב (Tranch) בדרוג BBB- עד A+,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ שכבת חוב (Tranch) בדרוג BBB- עד A+",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,שכבת חוב (Tranch) בדרוג BB+ ומטה,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ שכבת חוב (Tranch) בדרוג BB+ ומטה",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,שכבת הון (Equity Tranch),,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ שכבת הון (Equity Tranch)",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ מוצרים מאוגחים",,,,,,0.64,,,0.79,"3,527,997.56",,"3,620.78",,0.91,0.00,,,,,
,"סה""כ בישראל",,,,,,0.64,,,0.79,"3,527,997.56",,"3,620.78",,0.91,0.00,,,,,
,"בחו""ל",,,,,,,,,,,,,,,,,,,,
,קרן מובטחת,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ קרן מובטחת",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,קרן לא מובטחת,,,,,,,,,,,,,,,,,,,,
,BAR US CHIPS 19/3/2024- BARCLAYS,XS0989217707,מניות,A-,S P,19/03/14,0.00,דולר אמריקאי,0.00,0.00,"102,266,010.00",102.39,"394,338.49",0.00,99.09,0.20,,,,,
