,תאריך הדיווח,31/03/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,החברה המדווחת,מבטחים פנסיה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,שם מסלול/קרן/קופה,מבטחים פנסיה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מספר מסלול/קרן/קופה,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,סכום נכסי ההשקעה:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,שווי הוגן,שעור מנכסי השקעה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שווי הוגן
,,אלפי ₪,אחוזים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עלות
,,(1),(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שווי הוגן/עעלות
,1. נכסים המוצגים לפי שווי הוגן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,א. מזומנים,"2,776,143.52",1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ב. ניירות ערך סחירים:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(1) תעודות התחייבות ממשלתיות,"32,465,246.23",16.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(2) תעודות חוב מסחריות,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,"(3) אג""ח קונצרני","2,505,503.53",1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(4) מניות,"4,751,886.88",2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(5) תעודות סל,"9,584,941.80",4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(6) תעודות השתתפות בקרנות נאמנות,"8,521,135.99",4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(7) כתבי אופציה,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(8) אופציות,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(9) חוזים עתידיים,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(10) מוצרים מובנים,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ג. ניירות ערך לא סחירים:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(1) תעודות התחייבות ממשלתיות,"106,895,801.60",55.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(2) תעודות חוב מסחריות,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,"(3) אג""ח קונצרני","7,000,970.08",3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(4) מניות,"649,748.64",0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(5) קרנות השקעה,"3,412,844.82",1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(6) כתבי אופציה,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(7) אופציות,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(8) חוזים עתידיים,"369,928.91",0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,(9) מוצרים מובנים,"397,959.28",0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,ד. הלוואות,"5,427,073.67",2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,ה. פקדונות מעל 3 חודשים,"5,762,889.48",2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,ו. זכויות מקרקעין,"129,862.50",0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,ז. השקעה בחברות מוחזקות,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◄,ח. השקעות אחרות,"2,706,510.27",1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
